Nom du produit;N° Permis;Etat d’autorisation;Détenteur PCP;Produit de référence français;N° AMM de référence français;Nom du produit importé;N° AMM du produit importé;Etat Membre d'origine;Mentions d'étiquetage;
PROTIOGEN EXTRA;2220064;AUTORISE;TOP SAS;PROTENDO EXTRA;2210742;PROTENDO EXTRA;AMM n° R-98/2020;Pologne;Selon le produit de référence français;
ORTIGO;2221017;AUTORISE;EUROFYTO SA;ORTIVA;9700332;MIRADOR SC;AMM n° 15111;Italie;Selon le produit de référence français;
MONCEREN PRO PIMP;2170772;RETIRE;UNISEM S.A;MONCEREN PRO;2130077;MONCEREN PRO;AMM n° 3480/0;Autriche;Selon le produit de référence français;
LENOCYDE SC;2220431;AUTORISE;GRITCHE;CHLORTOCIDE EL;7300221;DICUREX FLO 500 SC;AMM n° R-167/2018 (R-708/2020);Pologne;Selon le produit de référence français;
1,4 DMN;2190452;AUTORISE;TOP SAS;DORMIR;2160967;1,4 SIGHT;AMM n° 14855 N;Pays-Bas;Selon le produit de référence français;
1,4 DMN;2190452;AUTORISE;TOP SAS;DORMIR;2160967;1,4 SIGHT;AMM n° 10576 P/B;Belgique;Selon le produit de référence français;
1,4 DMN;2190452;AUTORISE;TOP SAS;DORMIR;2160967;1,4 SIGHT;AMM n° R-50/2018 wu;Pologne;Selon le produit de référence français;
1,4 DMN;2190452;AUTORISE;TOP SAS;DORMIR;2160967;1,4 SIGHT;AMM n° 008692-00;Allemagne;Selon le produit de référence français;
HALEY;2210931;AUTORISE;TOP SAS;COMET 200;2100151;RETENGO;AMM n° 184PC/03.06.2016;Roumanie;Selon le produit de référence français;
ZODIME;2190742;RETIRE;GRITCHE;PRESIDIUM;2170332;;;;;
PROCLOTOP;2070157;RETIRE;TOP SAS;EYETAK;9400555;EYETAK 450;AMM n° 1953;Irlande;Selon le produit de référence français;
PZ45;2110041;RETIRE;TRIASEM;SPORTAK EW;9300305;SPORTAK 45 EW;AMM n° 9693;Italie;Selon le produit de référence français;
SEPTORAZ;2110036;RETIRE;TOP SAS;SPORTAK EW;9300305;SPORTAK 45 EW;AMM n° 9693;Italie;Selon le produit de référence français;
SPORAZ;2130145;RETIRE;RIVALE;SPORTAK EW;9300305;SPORTAK 45 EW;AMM n° 9693;Italie;Selon le produit de référence français;
VERDE PROCHLORAZE;2120202;RETIRE;Verde Bio s.a.s. di Cunial Gianandrea & C.;SPORTAK EW;9300305;SPORTAK 45 EW;AMM n° 9693;Italie;Selon le produit de référence français;
VERDE BENTAZONE;2120164;AUTORISE;Verde Bio s.a.s. di Cunial Gianandrea & C.;BASAGRAN SG;9500628;BASAGRAN SG;AMM n° 9843;Italie;Selon le produit de référence français;
AUXITANS;2211138;AUTORISE;TOP SAS;LALSTOP CONTANS WG;9900189;CONTANS WG;AMM n° 9389 P/B;Belgique;Selon le produit de référence français;
ADIRPEN;2070220;RETIRE;A.D.I.R.H.;PROWL 400;8900681;;;;;
AWALI;2120099;RETIRE;HMWC SAS;KERB FLO;8400574;;;;;
BANGUY UK;2080146;RETIRE;ASTEC EUROPE;JOAO;2060116;;;;;
BAREST;2120104;RETIRE;ABCDE SARL;CELEST NET;2030323;;;;;
CAZOKERBI;2130219;RETIRE;M. CAZORLA S.L;SETANTA FLO;2110004;;;;;
CETALINE;2130119;RETIRE;SAGA SAS;TROOPER;2090118;;;;;
CHEKKER PIMP;2171255;RETIRE;PSI (UK) LTD;CHEKKER;9900202;;;;;
CLAYTON SATCHMO;2200105;RETIRE;CLAYTON PLANT PROTECTION LTD;AGIL;8800199;;;;;
CLAYTON OBEY;2200140;RETIRE;CLAYTON PLANT PROTECTION LTD;DEFI;8700462;;;;;
CONCAZ;2100170;RETIRE;EUROFYTO NV;SCORE;8800841;;;;;
INTERET;2100126;RETIRE;CAVE DES HAUTS DE GIRONDE;NATIVO;2090063;;;;;
IOWA;2110028;RETIRE;HMWC SAS;NANDO;2090017;;;;;
KALENKOA PIMP;2180128;RETIRE;PSI (UK) LTD;KALENKOA;2100234;;;;;
KHORIXAS;2170582;RETIRE;PSI (UK) LTD;YARIS;2160963;;;;;
KIVAMIEUX;2170191;RETIRE;SARL HMWC;ELATUS PLUS;2160617;;;;;
LAMBADA 10 CS;2150123;RETIRE;SAGA SAS;KARIS 10 CS;2130251;;;;;
MAHEVA;2140013;RETIRE;SAGA SAS;MAYANDRA;2090117;;;;;
MILENTUS PIRIMICARB;2050052;RETIRE;MILENTUS BV;PIRIMOR G;7500569;;;;;
MILENTUS METRIBUZIN;2050057;RETIRE;MILENTUS BV;SENCORAL ULTRADISPERSIBLE;9700354;;;;;
MILENTUS METAZACHLOR;2050053;RETIRE;MILENTUS BV;BUTISAN S;8100291;;;;;
NYERI;2070075;RETIRE;UNISEM S.A;ALLIE SX;2060119;;;;;
ODICYA SC;2170788;RETIRE;SAGA SAS;RANMAN TOP;2110012;;;;;
ULTRAFOR;2090193;RETIRE;SAGA SAS;SAFARI;9200073;;;;;
YOTA;2170317;RETIRE;GRITCHE;YARIS;2160963;;;;;
ZIGOTI;2180083;RETIRE;EUROFYTO NV;ELATUS PLUS;2160617;;;;;
FLABEX;2190937;AUTORISE;GRITCHE;BEFLEX;2170455;BEFLEX 500 SC;AMM n° R-4/2017;Pologne;Selon le produit de référence français;
FIRDOX;2140073;RETIRE;SAGA SAS;EXPLICIT EC;2110073;AVAUNT EC;AMM n° 11173;Italie;Selon le produit de référence français;
FIRDOX;2140073;RETIRE;SAGA SAS;EXPLICIT EC;2110073;EXPLICIT 150 EC;AMM n° R-151/2012 zdnia 16.11.2012 r;Pologne;Selon le produit de référence français;
INCAT;2090201;RETIRE;RIVALE;EXPLICIT;2000236;AVAUNT;AMM n° 23.739/09;Espagne;Selon le produit de référence français;
BAGAR WG;2210927;AUTORISE;GRITCHE;BATTLE DELTA;2171054;BATTLE DELTA;AMM n° 008226-00;Allemagne;Selon le produit de référence français;
CLOMAZOR 360 CS;2190488;AUTORISE;PHYBELCO SPRL;CENTIUM 36 CS;2000299;GAMIT 36 AMT;AMM n° 024798-60;Allemagne;Selon le produit de référence français;
CLOMAZOR 360 CS;2190488;AUTORISE;PHYBELCO SPRL;CENTIUM 36 CS;2000299;COMMAND 360 CS;AMM n° R-4/2014;Pologne;Selon le produit de référence français;
WINISK;2171236;AUTORISE;PSI (UK) LTD;CALARIS;2170381;CALARIS;AMM n° 9501 P/B;Belgique;Selon le produit de référence français;
WINISK;2171236;AUTORISE;PSI (UK) LTD;CALARIS;2170381;CLICK PRO;AMM n° 10743 P/B;Belgique;Selon le produit de référence français;
WINISK;2171236;AUTORISE;PSI (UK) LTD;CALARIS;2170381;CLICK PREMIUM;AMM n° 10820P/B;Belgique;Selon le produit de référence français;
DISPHO IP;2220424;AUTORISE;DHA;REDELI;2150067;QUARTET;AMM n° 15266;Italie;Selon le produit de référence français;
IOMESO IP;2210932;AUTORISE;DHA;ATLANTIS PRO;2140257;ATLANTIS PRO;AMM n° 13700;Italie;Selon le produit de référence français;
TOBON;2140220;RETIRE;GRITCHE;MONSOON ACTIVE;2130164;MONSOON ACTIVE;AMM n° 15-268;Italie;Selon le produit de référence français;
TUBERI;2180043;AUTORISE;EUROFYTO NV;ELATUS ERA;2160959;ELATUS ERA;AMM n° 5379;Irlande;Selon le produit de référence français;
TUBERI;2180043;AUTORISE;EUROFYTO NV;ELATUS ERA;2160959;ELATUS ERA;AMM n° 0552;Lettonie;Selon le produit de référence français;
TUBERI;2180043;AUTORISE;EUROFYTO NV;ELATUS ERA;2160959;ELATUS ERA;AMM n° 008406-00;Allemagne;Selon le produit de référence français;
TUBERI;2180043;AUTORISE;EUROFYTO NV;ELATUS ERA;2160959;ELATUS ERA;AMM n° 16384;Italie;Selon le produit de référence français;
ORIUS 20 CAZO;2130216;RETIRE;M. CAZORLA S.L;MAYANDRA;2090117;;;;;
PROPYCE DUO;2130021;RETIRE;TOP SAS;BARCLAY PROPYZ;2120153;;;;;
PROPYCE;2100135;RETIRE;TOP SAS;KERB FLO;8400574;;;;;
PROPHASE+;2040071;RETIRE;PHYTO SERVICE S.A.S.;ATTRIBUT;2000205;;;;;
PROSAFORT;2130229;RETIRE;TOP SAS;KESTREL;2120070;;;;;
PROZAPLUS DUO;2171316;RETIRE;SAGA SAS;IELO;2140098;;;;;
PROZAPLUS;2110025;RETIRE;SAGA SAS;KERB FLO;8400574;;;;;
PYCMIDE;2130221;RETIRE;SAGA SAS;SETANTA FLO;2110004;;;;;
STOMP;2030233;RETIRE;EUROFYTO NV;PROWL 400;8900681;;;;;
SULFURON;2140205;RETIRE;TOP SAS;TITUS;9000163;;;;;
TRINEX;2140153;RETIRE;TOP SAS;MOXA;2130247;;;;;
AGRIHERB;2160940;RETIRE;AGRICANIGOU SARL;BASTA F1;9000471;BASTA S;AMM n° 0521;Portugal;Selon le produit de référence français;
CAZOBASTA;2130037;RETIRE;M. CAZORLA S.L;BASTA F1;9000471;BASTA 15 SL;AMM n° 7583;Grèce;Selon le produit de référence français;
CAZOBASTA;2130037;RETIRE;M. CAZORLA S.L;BASTA F1;9000471;FINALE;AMM n° 18770;Espagne;Selon le produit de référence français;
CAZOBASTA;2130037;RETIRE;M. CAZORLA S.L;BASTA F1;9000471;BASTA S;AMM n° AV 0521;Portugal;Selon le produit de référence français;
FLAMB-IP;2130100;RETIRE;EURO-A-PRO;BASTA F1;9000471;;;;;
FONGIDOR;2120122;AUTORISE;GRITCHE;AVIATOR XPRO;2110178;AVIATOR XPRO;AMM n° 006764-00;Allemagne;Selon le produit de référence français;
FONGIDOR;2120122;AUTORISE;GRITCHE;AVIATOR XPRO;2110178;AVIATOR XPRO;AMM n° 9994/B;Belgique;Selon le produit de référence français;
FONGIDOR;2120122;AUTORISE;GRITCHE;AVIATOR XPRO;2110178;AVIATOR XPRO 225 EC;AMM n° R-11/2013;Pologne;Selon le produit de référence français;
FONGIDOR;2120122;AUTORISE;GRITCHE;AVIATOR XPRO;2110178;AVIATOR XPRO;AMM n° 026764-00;Allemagne;Selon le produit de référence français;
FOSINET;2150662;RETIRE;SAGA SAS;BASTA F1;9000471;BASTA S;AMM n° 3061;Portugal;Selon le produit de référence français;
KAMALA;2150075;AUTORISE;GRITCHE;KUSABI;2140177;KUSABI;AMM n° 15267;Italie;Selon le produit de référence français;
ABYDOS SC;2220277;AUTORISE;GRITCHE;SULTAN;2000003;SULTAN 500 SC;AMM n° AS2-5H/2014;Lituanie;Selon le produit de référence français;
CLAYTON ASTRAL;2200400;AUTORISE;CLAYTON PLANT PROTECTION LTD;CELEST NET;2030323;CELEST;AMM n° 9288;Italie;Selon le produit de référence français;
LIBRAX PIMP;2150038;AUTORISE;PSI (UK) LTD;LIBRAX;2140173;LIBRAX;AMM n° R-47/2016;Pologne;Selon le produit de référence français;
LIBRAX PIMP;2150038;AUTORISE;PSI (UK) LTD;LIBRAX;2140173;LIBRAX;AMM n° 10177 P/B;Belgique;Selon le produit de référence français;
LIBRAX PIMP;2150038;AUTORISE;PSI (UK) LTD;LIBRAX;2140173;LIBRAX;AMM n° 007969-00;Allemagne;Selon le produit de référence français;
LIBRAX PIMP;2150038;AUTORISE;PSI (UK) LTD;LIBRAX;2140173;VASTIMO;AMM n° 007969-60;Allemagne;Selon le produit de référence français;
LUNA SENSATION PIMP;2180573;RETIRE;UNISEM S.A;LUNA SENSATION;2130152;LUNA SENSATION 500 SC;AMM n° R-82/2014;Pologne;Selon le produit de référence français;
MESRINE;2210942;AUTORISE;GRITCHE;MOZZAR;2190062;BELKAR;AMM n° 6300/13248-1/2019;Hongrie;Selon le produit de référence français;
MESRINE EC;2220494;AUTORISE;GRITCHE;MOZZAR;2190062;BELKAR;AMM n° 18-00283-AU;Slovaquie;Selon le produit de référence français;
AKIN;2220278;AUTORISE;GRITCHE;QUESTAR;2200066;QUESTAR;AMM n° 18143;Italie;Selon le produit de référence français;
PORTER;2250290;AUTORISE;PHYTHERON 2000;ADENGO XTRA;2160693;ADENGO 465 SC;AMM n° 2789/26.06.2008;Roumanie;Selon le produit de référence français;
DAVIKA 250;2230868;AUTORISE;SAGA SAS;DIFCOR 250 EC;2060002;DIFCOR 250 EC;AMM n° R-40/2015;Pologne;Selon le produit de référence français;
ROM;2240523;AUTORISE;GRITCHE;LOYANT;2199997;LOYANT 25 NEO EC;AMM n° 17366;Italie;Selon le produit de référence français;
PRIAXOR;2200513;AUTORISE;UNISEM S.A;PRIAXOR EC;2161101;PRIAXOR;AMM n° R-46/2016 (R-666/2017d);Pologne;Selon le produit de référence français;
LOTRYZINE CLICK;2230847;AUTORISE;SAGA SAS;CALARIS;2170381;CLICK PREMIUM;AMM n° R-68/2020;Pologne;Selon le produit de référence français;
TAMIKY SC;2230871;AUTORISE;SAGA SAS;KEZURO;2190097;KEZURO SC;AMM n° R-155/2017;Pologne;Selon le produit de référence français;
TERMEZO;2221044;AUTORISE;TOP SAS;CALARIS;2170381;CLICK PREMIUM;AMM n° R-68/2020;Pologne;Selon le produit de référence français;
TERMEZO;2221044;AUTORISE;TOP SAS;CALARIS;2170381;CALARIS;AMM n° 9501P/B;Belgique;Selon le produit de référence français;
TRIPLE COL;2230925;AUTORISE;TOP SAS;TORSO;2220272;TORSO SC;AMM n° R-188/2018;Pologne;Selon le produit de référence français;
MTM SC;2150080;RETIRE;TOP SAS;TARGET SC;2090028;;;;;
ARCADE 880 EC;2171232;RETIRE;ASTEC EUROPE;ARCADE;2110202;ARCADE 880 EC;AMM n° R-166/2014 - R-120-2017;Pologne;Selon le produit de référence français;
BLOCKHAUS;2170406;RETIRE;GRITCHE;BASTILLE;9800126;ARTIST;AMM n° 2913;Autriche;Selon le produit de référence français;
BLOCKHAUS;2170406;RETIRE;GRITCHE;BASTILLE;9800126;ARTIST;AMM n° 9026P/B;Belgique;Selon le produit de référence français;
CANANET;2140244;RETIRE;EUROFYTO NV;SENCORAL ULTRADISPERSIBLE;9700354;SENCOR WG;AMM n° L01093-017;Luxembourg;Selon le produit de référence français;
CAZOSENC;2140003;RETIRE;M. CAZORLA S.L;SENCORAL ULTRADISPERSIBLE;9700354;SENCOR WG;AMM n° 7182/B;Belgique;Selon le produit de référence français;
PICSTAR 50;2250470;AUTORISE;SAGA SAS;QUESTAR;2200066;QUESTAR;AMM n° R-67/2023;Pologne;Selon le produit de référence français;
KLIMT;2250314;AUTORISE;HMWC SAS;CLORTOSINT;8700002;LENTIPUR FLO 500 SC;AMM n° R-121/2012, R-441/2014d et R-48/2017d;Pologne;Selon le produit de référence français;
KLIMT;2250314;AUTORISE;HMWC SAS;CLORTOSINT;8700002;DICUREX FLO 500 SC;AMM n° R-167/2018;Pologne;Selon le produit de référence français;
RIVERDALE;2180222;RETIRE;UNISEM S.A;FILAN SC;2100037;PICTOR 400 SC;AMM n° R-65/2010;Pologne;Selon le produit de référence français;
CAZFUNGIEL;2150572;RETIRE;M. CAZORLA S.L;ENERVIN;2100221;ENERVIN TOP;AMM n° 14812;Italie;Selon le produit de référence français;
DANMEETAZ;2100086;RETIRE;M. CAZORLA S.L;POLYRAM DF;8700107;POLYRAM DF;AMM n° 18.352;Espagne;Selon le produit de référence français;
DANQUINAO;2130246;RETIRE;M. CAZORLA S.L;CABRIO TOP;2000336;CABRIO TOP;AMM n° 12528;Italie;Selon le produit de référence français;
METIPYR;2130047;RETIRE;SAGA SAS;CABRIO TOP;2000336;CABRIO TOP;AMM n° 12528;Italie;Selon le produit de référence français;
PLEVIN;2130030;RETIRE;GRITCHE;ENERVIN;2100221;ENERVIN TOP;AMM n° 14812;Italie;Selon le produit de référence français;
POLYGONE;2110064;RETIRE;RAIFFEISEN BEZUGS UND ABSATZGENOSSENSCHAFT EG;POLYRAM DF;8700107;POLYRAM DF;AMM n° 7916;Italie;Selon le produit de référence français;
PYMETOP;2130134;RETIRE;GRITCHE;CABRIO TOP;2000336;CABRIO TOP;AMM n° 12528;Italie;Selon le produit de référence français;
SPEEDY DG;2130102;RETIRE;SAGA SAS;ENERVIN;2100221;ENERVIN TOP;AMM n° 14812;Italie;Selon le produit de référence français;
TOTHEM 70;2150016;RETIRE;SAGA SAS;POLYRAM DF;8700107;POLYRAM DF;AMM n° 7916;Italie;Selon le produit de référence français;
EXODUS SC;2150304;RETIRE;SAGA SAS;DEVRINOL F;2070133;DEVRINOL 450 SC;AMM n° R-250/2014;Pologne;Selon le produit de référence français;
LIANELLI;2240252;AUTORISE;TURNACUM SRL;DAKOTA-P;2090113;WING P;AMM n° 021PC/11-07-2013;Roumanie;Selon le produit de référence français;
FOSSETTI;2230924;AUTORISE;EUROFYTO SA;FOSBURI;2080145;HEROLD SC;AMM n° 9533P/B;Belgique;Selon le produit de référence français;
MEDI;2200445;RETIRE;TOP SAS;TAVAS;2170691;TAVAS;AMM n° 10757P/B;Belgique;Selon le produit de référence français;
PATANET;2020145;RETIRE;EUROFYTO NV;SENCORAL ULTRADISPERSIBLE;9700354;SENCOR WG;AMM n° 7182/B;Belgique;Selon le produit de référence français;
SEGA;2170560;RETIRE;GRITCHE;ARCADE;2110202;ARCADE 880 EC;AMM n° 04.2/12423-1/2014.NEBIH;Hongrie;Selon le produit de référence français;
SEGA;2170560;RETIRE;GRITCHE;ARCADE;2110202;ARCADE 880 EC;AMM n° R-166/2014;Pologne;Selon le produit de référence français;
SEGA;2170560;RETIRE;GRITCHE;ARCADE;2110202;ARCADE;AMM n° 3326/0;Autriche;Selon le produit de référence français;
CAZOTHANE;2130076;RETIRE;M. CAZORLA S.L;KARATHANE 3D;2080129;KARATHANE STAR;AMM n° 12886;Italie;Selon le produit de référence français;
ATTENDU 3D;2090086;RETIRE;GRITCHE;KARATHANE 3D;2080129;KARATHANE STAR;AMM n° 12886;Italie;Selon le produit de référence français;
SCARABIUS EW;2240139;AUTORISE;SAGA SAS;ANITOP;2190639;BUTISAN AVANT;AMM n° 176PC/16.03.2016;Roumanie;Selon le produit de référence français;
SDH-CO;2150033;AUTORISE;TOP SAS;LIBRAX;2140173;LIBRAX;AMM n° 04465;Irlande;Selon le produit de référence français;
SDH-CO;2150033;AUTORISE;TOP SAS;LIBRAX;2140173;LIBRAX;AMM n° 10177 P/B;Belgique;Selon le produit de référence français;
SDH-CO;2150033;AUTORISE;TOP SAS;LIBRAX;2140173;LIBRAX;AMM n° R-47/2016;Pologne;Selon le produit de référence français;
SDH-CO;2150033;AUTORISE;TOP SAS;LIBRAX;2140173;LIBRAX;AMM n° AS2-55F(2019);Lituanie;Selon le produit de référence français;
SDH-CO;2150033;AUTORISE;TOP SAS;LIBRAX;2140173;VASTIMO;AMM n° 007969-60;Allemagne;Selon le produit de référence français;
CAZTALIN;2170723;AUTORISE;M. CAZORLA S.L;ALIAL;2130201;ALIAL WG;AMM n° 13817;Italie;Selon le produit de référence français;
FORLAN SC;2220864;AUTORISE;GRITCHE;DELAN SC;2171134;ENVITA SC;AMM n° 17422;Italie;Selon le produit de référence français;
STARAZOL;2200402;AUTORISE;TOP SAS;REVYSTAR XL;2190686;REVYSTAR XL;AMM n° AS2-98F(2019);Lituanie;Selon le produit de référence français;
STARAZOL;2200402;AUTORISE;TOP SAS;REVYSTAR XL;2190686;REVYSTAR XL;AMM n° 06411;Irlande;Selon le produit de référence français;
STARAZOL;2200402;AUTORISE;TOP SAS;REVYSTAR XL;2190686;REVYSTAR GOLD;AMM n° 11085P/B;Belgique;Selon le produit de référence français;
KOGEN SC;2130135;AUTORISE;SAGA SAS;CORAGEN;2100121;CORAGEN;AMM n° 13981;Italie;Selon le produit de référence français;
KOGEN SC;2130135;AUTORISE;SAGA SAS;CORAGEN;2100121;VOLIAM;AMM n° 17888;Italie;Selon le produit de référence français;
DIXONIL 450 SC;2220566;AUTORISE;SAGA SAS;PROXANIL;2080114;PROXANIL;AMM n° R-6/2015wu . R-468/2020d;Pologne;Selon le produit de référence français;
PHOSTIM PRO;2210777;AUTORISE;SAGA SAS;LBG-01F34;2100041;CENTURY PRO;AMM n° 16657;Italie;Selon le produit de référence français;
PREVIXIL;2210979;RETIRE;TOP SAS;;;PROXANIL SC;AMM n° 14808;Italie;Selon le produit de référence français;
RAPIDO;2220759;AUTORISE;GRITCHE;EXPRESS SX;2090052;EXPRESS 50 SG;AMM n° 2603/14.12.2005;Roumanie;Selon le produit de référence français;
BATTLE DELTA 600 SC;2230741;AUTORISE;UNISEM SA;BATTLE DELTA;2171054;BATTLE DELTA 600 SC;AMM n° R-144/2016;Pologne;Selon le produit de référence français;
REMUCHE;2240522;AUTORISE;HMWC SAS;KIX;2150058;DIFCOR 250 EC;AMM n° R-40/2015;Pologne;Selon le produit de référence français;
CAZOSANTH;2150044;RETIRE;CAZORLA SALIP DANIEL;SANTHAL;9800289;RIDOMIL GOLD SL;AMM n° 22151;Espagne;Selon le produit de référence français;
ROXY;2090077;RETIRE;GLOBACHEM NV;;;;;;;
HM CHLODIPE 2;2230195;AUTORISE;HMWC SAS;TRINITY;2160208;LEGACY PRO;AMM n° 0432H/12;Lituanie;Selon le produit de référence français;
HM CHLODIPE 2;2230195;AUTORISE;HMWC SAS;TRINITY;2160208;LEGACY PRO;AMM n° 0415;Lettonie;Selon le produit de référence français;
SPINOPEX;2240682;AUTORISE;FRARIMPEX;SUCCESS 4;2060098;SUCCESS;AMM n° 0558;Portugal;Selon le produit de référence français;
KARACHI;2150050;AUTORISE;HMWC SAS;KATANA 25 WG;9700070;CHIKARA 25 WG;AMM n° 46138/2004.FVM;Hongrie;Selon le produit de référence français;
KARACHI;2150050;AUTORISE;HMWC SAS;KATANA 25 WG;9700070;TERAFIT;AMM n° ES-00654;Espagne;Selon le produit de référence français;
FLAZON 25 DG;2030131;AUTORISE;UNISEM S.A;EPSILON;9800262;CHIKARA 25 WG;AMM n° 10929;Italie;Selon le produit de référence français;
FLAZON 25 DG;2030131;AUTORISE;UNISEM S.A;EPSILON;9800262;KATANA;AMM n° 004837-60;Allemagne;Selon le produit de référence français;
FLAZON 25 DG;2030131;AUTORISE;UNISEM S.A;EPSILON;9800262;CHIKARA ;AMM n° 9249/B;Belgique;Selon le produit de référence français;
FLAZON 25 DG;2030131;AUTORISE;UNISEM S.A;EPSILON;9800262;KATANA 25 WG;AMM n° 21990;Espagne;Selon le produit de référence français;
FLAZON 25 DG;2030131;AUTORISE;UNISEM S.A;EPSILON;9800262;CHIKARA 25 WG;AMM n° 10929;Italie;Selon le produit de référence français;
FLAZON 25 DG;2030131;AUTORISE;UNISEM S.A;EPSILON;9800262;KATANA 25 WG;AMM n° 3295;Portugal;Selon le produit de référence français;
HM TERBUTHYL;2210702;AUTORISE;HMWC SAS;CALARIS;2170381;CALARIS;AMM n° 9501P/B;Belgique;Selon le produit de référence français;
HM TERBUTHYL;2210702;AUTORISE;HMWC SAS;CALARIS;2170381;CLICK PREMIUM;AMM n° R-68/2020;Pologne;Selon le produit de référence français;
TOOMAI 500 SE;2220920;AUTORISE;SAGA SAS;TANARIS;2170158;TANARIS;AMM n° R-60/2018;Pologne;Selon le produit de référence français;
ASTRIAL DG;2140048;AUTORISE;SAGA SAS;SIGNUM;2060084;SIGNUM;AMM n° 12869;Italie;Selon le produit de référence français;
TOP-MAIS XTRA;2210046;AUTORISE;TOP SAS;ADENGO XTRA;2160693;ADENGO 465 SC;AMM n° 2789-26.06.2008;Roumanie;Selon le produit de référence français;
TOP-MAIS XTRA;2210046;AUTORISE;TOP SAS;ADENGO XTRA;2160693;ADENGO;AMM n° 026525-00;Allemagne;Selon le produit de référence français;
TOP-MAIS XTRA;2210046;AUTORISE;TOP SAS;ADENGO XTRA;2160693;ADENGO TCMAX;AMM n° 9974P/B;Belgique;Selon le produit de référence français;
TOP-MAIS XTRA;2210046;AUTORISE;TOP SAS;ADENGO XTRA;2160693;ADENGO XTRA;AMM n° 15635;Italie;Selon le produit de référence français;
VERSAM FLEX;2220177;AUTORISE;EUROFYTO SA;REVUS START PEPITE;2150009;CARIAL FLEX;AMM n° R-38/2016wu;Pologne;Selon le produit de référence français;
VERSAM FLEX;2220177;AUTORISE;EUROFYTO SA;REVUS START PEPITE;2150009;AMPHORE FLEX;AMM n° 10424P/B;Belgique;Selon le produit de référence français;
FLANBI;2170061;RETIRE;GRITCHE;FILAN SC;2100037;PICTOR 400 SC;AMM n° R-303/2016;Pologne;Selon le produit de référence français;
BENTA+;2010112;AUTORISE;PHYTO SERVICE;BASAGRAN SG;9500628;BASAGRAN SG;AMM n° 9843;Italie;Selon le produit de référence français;
BENTA+;2010112;AUTORISE;PHYTO SERVICE;BASAGRAN SG;9500628;BASAGRAN DRYFLO;AMM n° 004241-00;Allemagne;Selon le produit de référence français;
BENTA+;2010112;AUTORISE;PHYTO SERVICE;BASAGRAN SG;9500628;BASAGRAN SG;AMM n° 8771;Belgique;Selon le produit de référence français;
KALARISSIMUS;2240765;AUTORISE;SIMAGRO Trade EOOD;CALARIS;2170381;CLICK PREMIUM;AMM n° R-68/2020;Pologne;Selon le produit de référence français;
BAKA;2130142;AUTORISE;HMWC SAS;ABAK;2090041;CAPRI;AMM n° 9764/B;Belgique;Selon le produit de référence français;
VERTIKAL 500;2240805;AUTORISE;SAGA SAS;OBLIX 500 SC;2100205;OBLIX 500;AMM n° 8139P/B;Belgique;Selon le produit de référence français;
DJESER 400 SC;2240982;AUTORISE;SAGA SAS;KENJA;2171010;KENJA;AMM n° 16858;Italie;Selon le produit de référence français;
CYPERSOL;2200595;AUTORISE;HMWC SAS;BELEM 0,8 MG;2090050;BELEM PRO;AMM n° 17326;Italie;Selon le produit de référence français;
